customer id,age_group,gender,cheeseburger,bacon burger,chili cheese ,blue cheese mushroom,double cheese,double bacon,crispy chicken,vegan burger,revenue
" 216,115,670,099 ",50 - 59 years,Female,,,,,64.0,,,29.0,93
" 216,124,159,555 ",not specified,Female,,,,11.0,,,20.0,,31
" 216,151,022,316 ",not specified,Female,77.0,,,,,,,,77
" 216,167,523,899 ",40 - 49 years,Female,80.0,,,,,,,,80
" 216,300,163,976 ",not specified,Female,12.0,,,,,,,,12
" 216,318,928,918 ",50 - 59 years,Female,,80.0,,,,,,,80
" 216,330,148,348 ",20 - 29 years,Female,,,,,52.0,,,,52
" 216,368,313,328 ",not specified,Female,54.0,42.0,,,,,,,96
" 216,404,046,937 ",60 years,Female,,,,,,,,40.0,40
" 216,484,447,738 ",not specified,Female,,,,14.0,,,,,14
" 216,488,493,080 ",not specified,Male,14.0,44.0,,,,,,,58
" 216,494,576,204 ",not specified,Female,59.0,,,,,,,,59
" 216,536,592,003 ",not specified,Female,31.0,,,,,,,,31
" 216,561,995,305 ",not specified, ,,18.0,,,,,,,18
" 216,603,802,538 ",40 - 49 years,Female,,,,,,,,80.0,80
" 216,604,929,280 ",not specified,Female,,27.0,,,,,,,27
" 216,706,304,719 ",not specified, ,38.0,,,,,,,,38
" 216,793,016,744 ",not specified,Female,,,,,65.0,,,,65
" 216,796,212,450 ",20 - 29 years,Female,,,,,,24.0,,,24
" 216,920,250,107 ",40 - 49 years,Female,,,,14.0,,,,,14
" 216,923,334,843 ",not specified,Female,,,,,,45.0,,,45
" 216,956,406,469 ",30 - 39 years,Male,38.0,34.0,,,,,,,72
" 216,981,732,722 ",30 - 39 years,Male,,55.0,,,,,,,55
" 216,996,495,064 ",not specified,Female,45.0,,,,,,,,45
" 217,177,089,105 ",20 - 29 years,Male,30.0,,,,,,,,30
" 217,178,717,981 ",20 - 29 years,Female,17.0,,,,,,,,17
" 217,262,756,390 ",not specified, ,55.0,,,,,,,,55
" 217,386,608,463 ",not specified,Female,,,50.0,,,,,,50
" 217,463,462,557 ",40 - 49 years,Female,,30.0,,,,,,,30
" 217,514,800,541 ",not specified,Male,,,,,48.0,,,,48
" 217,551,727,883 ",50 - 59 years,Female,,,,,,,,30.0,30
" 217,628,451,899 ",not specified,Male,54.0,,,,,,,,54
" 217,682,553,533 ",20 - 29 years,Female,65.0,,,,,,,,65
" 217,686,593,321 ",40 - 49 years,Female,50.0,,,,,,,,50
" 217,739,119,111 ",30 - 39 years,Female,,,88.0,,,,,,88
" 217,824,436,004 ",30 - 39 years,Female,,,,,48.0,,,,48
" 217,880,978,379 ",30 - 39 years,Female,,,25.0,,,,,,25
" 217,897,722,430 ",not specified,Female,,45.0,,,,28.0,,,73
" 217,914,248,757 ",not specified,Female,,,,,,,,40.0,40
" 217,920,163,393 ",30 - 39 years,Female,28.0,,,,,,,,28
" 217,965,545,068 ",40 - 49 years,Female,,,,10.0,,,,,10
" 217,974,437,513 ",50 - 59 years,Female,30.0,,,,,,,,30
" 218,055,196,377 ",50 - 59 years,Female,12.0,,,,,,22.0,,34
" 218,063,234,358 ",40 - 49 years,Female,,63.0,,,,,,,63
" 218,063,644,396 ",not specified,Female,56.0,,,,,,,,56
" 218,066,597,222 ",not specified,Male,,,,,55.0,,,,55
" 218,128,151,008 ",not specified,Male,,,,,20.0,,,,20
" 218,172,328,710 ",40 - 49 years,Female,,,,,,28.0,,,28
" 218,217,685,901 ",not specified, ,50.0,,17.0,28.0,,,,,95
" 218,229,447,086 ",40 - 49 years,Female,,44.0,,,,,,,44
" 218,291,307,713 ",20 - 29 years,Female,,,,,28.0,,,,28
" 218,310,229,350 ",not specified,Female,,44.0,,,,,,,44
" 218,428,409,268 ",50 - 59 years, ,19.0,,,,,,,,19
" 218,447,270,947 ",40 - 49 years,Female,66.0,,,,65.0,,,,131
" 218,448,273,256 ",40 - 49 years,Female,,,,,82.0,,,,82
" 218,708,513,099 ",not specified,Female,14.0,,,,,,,,14
" 218,714,813,234 ",not specified,Female,16.0,,,,,,,,16
" 218,742,527,736 ",50 - 59 years,Female,47.0,,,,,,,,47
" 218,869,080,535 ",not specified,Female,,,,,20.0,,,,20
" 218,874,171,535 ",not specified,Female,56.0,,,,,,,,56
" 218,966,078,202 ",not specified,Female,,,,,60.0,,,,60
" 218,992,287,665 ",20 - 29 years,Female,13.0,,,25.0,,,,,38
" 219,033,810,181 ",60 years,Female,,44.0,,,,,,,44
" 219,044,666,002 ",not specified,Female,,,,,20.0,,,,20
" 219,053,288,740 ",50 - 59 years,Female,,,65.0,,,,,,65
" 219,061,466,179 ",30 - 39 years,Female,,,,52.0,,,,,52
" 219,343,374,547 ",not specified,Male,30.0,,,,,,,,30
" 219,495,765,159 ",not specified,Female,44.0,,,,,,,,44
" 219,533,575,797 ",not specified,Male,81.0,,,,,,,,81
" 219,615,415,285 ",not specified,Female,11.0,,,,,,38.0,,49
" 219,710,477,546 ",not specified,Female,,86.0,,,,,,,86
" 219,765,632,200 ",not specified,Male,13.0,40.0,10.0,,,,,,64
" 219,795,936,901 ",20 - 29 years,Female,,,,,42.0,,,,42
" 219,884,247,043 ",not specified,Female,58.0,,,,,,,,58
" 220,017,839,293 ",not specified,Female,58.0,59.0,,,,,,,117
" 220,039,823,377 ",not specified,Male,,,,,50.0,,,,50
" 220,058,309,042 ",not specified,Female,,,,30.0,,,,,30
" 220,063,507,630 ",30 - 39 years,Female,,,,,50.0,,,,50
" 220,155,639,678 ",not specified,Male,,,,,,,,64.0,64
" 220,171,493,538 ",40 - 49 years,Female,,,,,,,,32.0,32
" 220,219,164,130 ",not specified,Female,,,,94.0,,,,,94
" 220,258,258,926 ",not specified,Female,,,,,,,28.0,,28
" 220,267,230,179 ",30 - 39 years,Female,,,,,,,,15.0,15
" 220,268,442,071 ",40 - 49 years,Male,25.0,,,,,,,,25
" 220,294,201,688 ",not specified,Female,,,,38.0,,,,,38
" 220,325,714,612 ",not specified,Female,,,,14.0,,,,,14
" 220,328,409,374 ",not specified,Female,,,,,22.0,,,,22
" 220,460,396,967 ",50 - 59 years,Male,,,,,,60.0,,,60
" 220,481,060,534 ",not specified,Male,40.0,,,,,,,,40
" 220,527,381,905 ",50 - 59 years,Female,61.0,,,,,,,,61
" 220,594,002,013 ",20 - 29 years,Female,10.0,,,,,,,,10
" 220,602,226,437 ",40 - 49 years,Female,30.0,,,,,,,,30
" 220,668,186,502 ",not specified,Male,59.0,,,31.0,,,,,90
" 220,691,394,121 ",40 - 49 years,Female,,,,,39.0,,,,39
" 220,705,315,306 ",not specified,Male,39.0,,,,,65.0,,,104
" 220,766,449,874 ",50 - 59 years,Female,90.0,,,,,,,,90
" 220,962,849,994 ",30 - 39 years, ,12.0,,,,20.0,,53.0,38.0,123
" 221,003,637,937 ",40 - 49 years,Female,25.0,,,,,,,,25
" 221,107,928,816 ",not specified,Female,,,,,30.0,,,,30
" 221,141,482,616 ",20 - 29 years,Male,,,,,32.0,,,,32
" 221,147,991,767 ",50 - 59 years,Female,,,,,,,28.0,,28
" 221,158,156,035 ",not specified,Female,90.0,68.0,,,,,,,158
" 221,247,740,817 ",60 years,Female,,78.0,,,,,,,78
" 221,259,332,741 ",not specified, ,16.0,,,,,,,,16
" 221,271,173,219 ",20 - 29 years,Female,,,,,,,25.0,,25
" 221,288,798,982 ",20 - 29 years,Female,,63.0,,,,,,,63
" 221,293,309,487 ",not specified,Female,28.0,,,,,,,,28
" 221,358,699,207 ",40 - 49 years,Female,38.0,,,,63.0,,20.0,,121
" 221,379,310,281 ",not specified,Female,,,,,65.0,,,,65
" 221,381,770,644 ",not specified,Female,40.0,,30.0,,,,,,70
" 221,410,500,348 ",20 - 29 years,Male,79.0,,,,,,,,79
" 221,590,654,424 ",not specified,Female,47.0,,,,,,,,47
" 221,637,990,431 ",40 - 49 years,Female,30.0,,,,,,,,30
" 221,661,742,689 ",40 - 49 years,Female,,,,,70.0,,,,70
" 221,666,579,765 ",not specified,Male,,,,,54.0,,,,54
" 221,714,617,374 ",20 - 29 years,Female,92.0,,,,,,,,92
" 221,768,915,807 ",40 - 49 years,Female,94.0,44.0,,,,,,,138
" 221,814,873,985 ",40 - 49 years,Female,27.0,,,27.0,,,,,54
" 221,821,457,194 ",not specified, ,25.0,,,,,,,,25
" 221,825,445,511 ",30 - 39 years,Female,,,,,,80.0,,,80
" 221,894,504,842 ",20 - 29 years,Male,11.0,,,,,,,,11
" 221,914,289,982 ",40 - 49 years,Female,,,,,27.0,,,,27
" 221,948,869,006 ",30 - 39 years,Female,,,,,80.0,,,,80
" 221,983,446,792 ",not specified,Female,60.0,,,,,30.0,,,90
" 222,334,135,043 ",30 - 39 years,Female,,,,,30.0,,,,30
" 222,341,312,308 ",not specified,Female,,,,,,,24.0,,24
" 222,390,342,953 ",50 - 59 years,Female,,,,,,52.0,,,52
" 222,408,435,003 ",30 - 39 years,Male,,,,,,30.0,,60.0,90
" 222,615,776,009 ",not specified,Female,,,,,,49.0,,,49
" 222,650,190,843 ",not specified,Male,11.0,,,,,,,,11
" 222,658,131,045 ",not specified,Female,,,13.0,,39.0,,40.0,,92
" 222,798,183,562 ",30 - 39 years,Male,62.0,,,,,,,,62
" 222,804,659,667 ",not specified,Female,60.0,,,,,,,,60
" 222,856,163,907 ",not specified,Female,,,,,,,8.0,,8
" 222,884,010,719 ",20 - 29 years,Female,18.0,19.0,,,,,,,37
" 222,888,419,262 ",20 - 29 years,Female,82.0,,,,,,,,82
" 222,943,610,487 ",40 - 49 years,Male,48.0,,,,,,,,48
" 222,951,705,883 ",50 - 59 years,Female,80.0,,,,,,,,80
" 222,973,354,742 ",not specified,Male,18.0,,,,,,,,18
" 223,029,724,846 ",not specified,Female,,,91.0,,,,,,91
" 223,081,397,879 ",50 - 59 years,Female,,68.0,,,,,,56.0,124
" 223,086,567,317 ",60 years, ,,,,,,87.0,,,87
" 223,086,832,483 ",not specified,Male,49.0,,,,,,,,49
" 223,092,059,245 ",not specified,Male,,,,,65.0,,,,65
" 223,169,938,098 ",not specified, ,55.0,,,,,,,,55
" 223,202,115,581 ",30 - 39 years,Female,30.0,32.0,,,,,,,62
" 223,236,643,803 ",not specified,Female,59.0,,,,,,,,59
" 223,268,123,107 ",60 years,Female,,,,,90.0,,,,90
" 223,343,594,844 ",not specified,Male,52.0,,,,,,,,52
" 223,346,112,492 ",not specified,Female,,,,,,76.0,,,76
" 223,367,108,777 ",40 - 49 years,Female,21.0,91.0,,,,,,,112
" 223,473,183,139 ",20 - 29 years,Female,,,,,,40.0,,,40
" 223,510,543,835 ",not specified,Female,,66.0,,,,,,,66
" 223,601,979,408 ",not specified,Male,,,,,72.0,,,24.0,95
" 223,614,235,520 ",40 - 49 years,Female,,,,,40.0,,20.0,,60
" 223,657,562,618 ",not specified,Female,28.0,,,,18.0,,,,46
" 223,684,125,927 ",not specified,Male,31.0,,,,,,,,31
" 223,709,055,614 ",not specified,Female,,,,,,57.0,,,57
" 223,733,037,820 ",50 - 59 years,Female,16.0,,,,,,,,16
" 223,782,012,548 ",not specified,Female,20.0,,,25.0,,,,,45
" 223,861,235,476 ",30 - 39 years, ,,39.0,,,,,,,39
" 224,062,286,552 ",not specified,Female,30.0,,,30.0,17.0,,,36.0,113
" 224,105,624,548 ",not specified,Male,,,,27.0,,,,,27
" 224,168,459,276 ",20 - 29 years,Male,52.0,40.0,,15.0,,,,,107
" 224,169,890,726 ",not specified,Male,72.0,,,,,,,,72
" 224,194,781,701 ",40 - 49 years,Female,54.0,,,,,,,,54
" 224,207,189,608 ",not specified,Female,,,,,68.0,,,,68
" 224,223,471,862 ",not specified,Male,100.0,,,,,,,,100
" 224,232,735,416 ",20 - 29 years,Female,66.0,,,,,,,,66
" 224,308,265,347 ",50 - 59 years,Female,,98.0,,,,,,,98
" 224,310,889,662 ",40 - 49 years,Female,34.0,,,,,,,,34
" 224,387,286,099 ",not specified,Female,42.0,,,,,,,,42
" 224,411,992,350 ",40 - 49 years,Male,,,,,53.0,,,,53
" 224,422,563,809 ",50 - 59 years, ,,,,,,,18.0,,18
" 224,671,563,672 ",60 years,Female,40.0,,,,,,16.0,,56
" 224,675,221,201 ",20 - 29 years,Female,,,,,100.0,,,,100
" 224,720,897,966 ",50 - 59 years,Female,,,,22.0,,,,59.0,81
" 224,734,526,148 ",40 - 49 years,Male,72.0,,,,,,,,72
" 224,774,253,746 ",20 - 29 years,Female,,,,,,,16.0,,16
" 224,829,373,266 ",not specified,Female,18.0,,,,,,,,18
" 224,837,905,446 ",20 - 29 years,Female,37.0,,,,52.0,,,,89
" 224,859,977,760 ",not specified,Female,64.0,,,20.0,,,,,84
" 224,913,712,651 ",not specified,Female,82.0,,,,,,,,82
" 224,936,902,695 ",less than 20 years,Female,60.0,,,,,,,,60
" 224,952,671,596 ",40 - 49 years,Female,,,,,59.0,54.0,,,113
" 224,979,279,955 ",not specified,Male,20.0,,23.0,,,,,,43
" 224,985,429,299 ",60 years,Female,43.0,,,,,,,,43
" 225,004,296,979 ",20 - 29 years,Female,49.0,,,50.0,,,,,99
" 225,080,944,416 ",50 - 59 years,Female,,,50.0,,,,,,50
" 225,121,356,497 ",30 - 39 years,Female,90.0,,,13.0,,,,,103
" 225,168,168,125 ",30 - 39 years,Female,52.0,,,,,,,,52
" 225,199,261,190 ",not specified,Male,,,,15.0,,,,,15
" 225,211,520,580 ",30 - 39 years,Female,64.0,,,,,,,,64
" 225,364,295,859 ",not specified,Male,,,,,,49.0,,,49
" 225,466,766,850 ",40 - 49 years,Female,24.0,56.0,,,,,,,80
" 225,688,485,648 ",30 - 39 years,Female,20.0,,,14.0,,,,,34
" 225,700,616,961 ",40 - 49 years,Female,10.0,,,,,,,,10
" 225,725,315,564 ",30 - 39 years,Female,28.0,,,,,,,,28
" 225,738,710,820 ",20 - 29 years,Female,,,,,,,,25.0,25
" 225,768,255,117 ",20 - 29 years,Female,,,,,,,15.0,,15
" 225,778,180,849 ",not specified,Female,,,23.0,,,,,,23
" 225,791,502,544 ",not specified,Female,,,,,,,10.0,,10
" 225,798,825,666 ",50 - 59 years,Female,,,,,20.0,,,15.0,35
" 225,880,593,151 ",not specified, ,,48.0,,,,,,,48
" 225,885,254,128 ",20 - 29 years,Female,40.0,,,,,,,,40
" 225,941,187,434 ",30 - 39 years, ,,31.0,,,,,,,31
" 225,961,215,317 ",not specified,Female,,,,,,,20.0,,20
" 226,073,330,527 ",40 - 49 years,Female,,,,,,,,24.0,24
" 226,207,561,361 ",40 - 49 years,Female,27.0,,,,,,,,27
" 226,223,957,452 ",40 - 49 years,Male,,,,,66.0,,,,66
" 226,240,336,434 ",40 - 49 years,Male,,,,35.0,,,,,35
" 226,303,539,470 ",30 - 39 years,Female,,,,54.0,,,,,54
" 226,443,115,120 ",50 - 59 years,Female,,,,,,,35.0,,35
" 226,529,009,940 ",30 - 39 years,Female,,,,,57.0,,,,57
" 226,555,246,314 ",not specified, ,,,,,,53.0,,,53
" 226,647,577,104 ",40 - 49 years,Female,,,,,,,,30.0,30
" 226,667,651,806 ",not specified, ,89.0,,,,,,,,89
" 226,676,889,395 ",40 - 49 years,Female,,,,,,,,32.0,32
" 226,847,708,025 ",not specified,Female,64.0,,,,,,,,64
" 226,865,755,552 ",30 - 39 years,Female,,42.0,,,,,,,42
" 226,934,768,746 ",50 - 59 years,Female,,44.0,,,,56.0,,,100
" 226,953,534,045 ",not specified,Male,,44.0,,,,,,,44
" 226,998,850,726 ",20 - 29 years,Female,58.0,,,,,,,,58
" 227,022,012,413 ",20 - 29 years,Female,24.0,,,,,,28.0,,52
" 227,033,685,092 ",50 - 59 years,Female,,29.0,,,,64.0,,,93
" 227,043,012,679 ",40 - 49 years,Female,,,,99.0,,,,,99
" 227,201,396,620 ",30 - 39 years,Female,,50.0,,,,,,,50
" 227,213,906,055 ",not specified,Male,,,,,96.0,,,,96
" 227,230,256,803 ",20 - 29 years,Male,,39.0,,,,,,,39
" 227,231,417,746 ",30 - 39 years,Female,,,,,,,16.0,,16
" 227,240,658,938 ",not specified, ,90.0,,,,,,,,90
" 227,333,744,810 ",50 - 59 years, ,,,16.0,,,,,,16
" 227,416,679,659 ",not specified,Female,56.0,,,23.0,,,,,79
" 227,424,699,240 ",30 - 39 years,Female,,,,,77.0,55.0,,,132
" 227,428,679,404 ",not specified,Female,53.0,,,,,,,,53
" 227,850,004,800 ",not specified,Female,,,,,30.0,,35.0,,65
" 228,007,780,346 ",not specified,Female,,,,54.0,,,,,54
" 228,011,183,580 ",not specified,Female,,,,,50.0,24.0,,,74
" 228,031,466,969 ",20 - 29 years,Female,,,,,40.0,,,,40
" 228,075,091,856 ",not specified,Male,,50.0,,,,,,,50
" 228,093,253,769 ",not specified,Male,,,,,48.0,,,,48
" 228,098,272,719 ",60 years,Female,61.0,,,13.0,15.0,,,,89
" 228,161,207,268 ",not specified,Female,29.0,56.0,,,,,,,85
" 228,272,632,588 ",not specified, ,,30.0,,,,,,,30
" 228,281,061,537 ",40 - 49 years,Female,,,,,,,36.0,,36
" 228,350,108,516 ",not specified,Female,74.0,,,,,,,,74
" 228,351,757,203 ",not specified,Female,,,,46.0,,,,,46
" 228,352,408,139 ",40 - 49 years,Female,28.0,84.0,18.0,,,,29.0,,159
" 228,365,346,550 ",not specified,Female,,,,,,90.0,,,90
" 228,453,492,304 ",30 - 39 years,Female,36.0,,,,,,,,36
" 228,560,620,908 ",not specified,Female,26.0,,27.0,,,,,,53
" 228,582,619,342 ",not specified,Female,40.0,,,,,,,,40
" 228,620,111,112 ",50 - 59 years,Female,,20.0,,,,,,,20
" 228,652,400,518 ",not specified,Female,,68.0,,,,,,,68
" 228,788,519,997 ",40 - 49 years,Female,,,,,40.0,,,39.0,79
" 228,789,105,967 ",not specified, ,78.0,,98.0,75.0,,,19.0,,270
" 228,799,488,113 ",not specified, ,,,,45.0,,,,,45
" 228,815,937,335 ",40 - 49 years,Female,,,45.0,,,,48.0,,93
" 228,887,580,516 ",40 - 49 years,Female,,,,,,39.0,,,39
" 228,932,523,684 ",not specified,Female,,,,,32.0,,,,32
" 228,978,888,312 ",40 - 49 years,Female,45.0,,,,,,,,45
" 229,009,840,895 ",20 - 29 years,Female,49.0,,,,,,,,49
" 229,059,139,161 ",not specified,Female,76.0,,,,,68.0,,,144
" 229,083,100,583 ",20 - 29 years,Female,52.0,,,,11.0,,,,63
" 229,113,024,541 ",not specified,Female,,,,36.0,,,,,36
" 229,239,623,532 ",40 - 49 years,Female,60.0,,,,,,,,60
" 229,249,508,935 ",20 - 29 years,Female,,,,,26.0,,,,26
" 229,329,154,752 ",50 - 59 years, ,20.0,,,,,,,,20
" 229,412,812,922 ",not specified,Male,,24.0,,,,,,,24
" 229,429,706,723 ",not specified,Male,,,,,58.0,,,,58
" 229,433,592,904 ",not specified, ,65.0,,,,,,,,65
" 229,434,823,971 ",not specified,Female,,,,39.0,,,,,39
" 229,441,235,109 ",not specified,Female,,,,,91.0,,,,91
" 229,546,478,416 ",not specified, ,22.0,,,,,,,,22
" 229,563,157,641 ",not specified,Female,,,43.0,,,,,,43
" 229,643,877,868 ",not specified,Male,,,,,71.0,,,,71
" 229,660,893,529 ",not specified,Female,,35.0,,,,,,,35
" 229,700,347,321 ",20 - 29 years,Female,40.0,,,,,,,,40
" 229,710,584,069 ",not specified,Female,20.0,,,,,,,,20
" 229,795,392,868 ",30 - 39 years,Female,13.0,,,,,,,,13
" 229,803,799,809 ",50 - 59 years, ,66.0,,,,,,,,66
" 229,808,528,052 ",30 - 39 years,Female,24.0,,14.0,,,,,,39
" 229,855,863,963 ",not specified,Male,,,,,64.0,,,,64
" 229,900,866,513 ",not specified,Female,,26.0,,,,,,,26
" 229,967,659,056 ",40 - 49 years,Female,,,,,,,18.0,,18
" 230,046,891,013 ",not specified,Male,26.0,,,,,,,,26
" 230,222,339,853 ",not specified,Male,,100.0,,,,,19.0,79.0,198
" 230,301,780,833 ",not specified,Female,,52.0,,,,,,,52
" 230,312,635,641 ",not specified,Female,34.0,,,,,,,,34
" 230,317,716,173 ",30 - 39 years,Female,75.0,,,,,,,,75
" 230,364,158,145 ",50 - 59 years,Female,35.0,,,,,,,,35
" 230,471,590,738 ",not specified,Female,,,,45.0,,,,,45
" 230,578,120,748 ",50 - 59 years,Female,60.0,,,,,,,,60
" 230,581,451,965 ",not specified,Female,,,,,,90.0,,,90
" 230,703,082,649 ",not specified,Male,,,,,,15.0,,,15
" 230,706,600,184 ",50 - 59 years,Female,,98.0,39.0,,,,,,137
" 230,817,097,239 ",20 - 29 years,Male,,,,41.0,,,,,41
" 230,854,234,616 ",not specified,Female,,77.0,,,,,,,77
" 230,900,886,891 ",not specified,Female,18.0,,,,,,,,18
" 230,966,640,420 ",not specified,Female,28.0,,,,,,,,28
" 230,981,327,253 ",30 - 39 years,Female,,,34.0,,,,,,34
" 231,113,696,887 ",40 - 49 years,Female,,,,15.0,,,,,15
" 231,214,089,500 ",not specified,Male,80.0,,,,,,,,80
" 231,335,717,369 ",not specified,Female,,,,26.0,,,,,26
" 231,422,187,140 ",40 - 49 years,Male,,80.0,,,,,,,80
" 231,431,157,240 ",20 - 29 years,Female,,,,,35.0,,,,35
" 231,486,328,801 ",30 - 39 years,Male,,,,,56.0,,,,56
" 231,498,775,437 ",not specified, ,30.0,,,,,,,,30
" 231,602,804,970 ",50 - 59 years, ,,,63.0,,,,,,63
" 231,655,108,454 ",50 - 59 years,Female,27.0,,50.0,,,,,,77
" 231,747,683,404 ",not specified,Male,,,,,77.0,,,,77
" 231,845,703,254 ",20 - 29 years,Male,,,,,75.0,,,,75
" 231,939,380,212 ",not specified,Female,,,,,30.0,,,,30
" 232,176,265,358 ",not specified,Male,,40.0,,,,,,,40
" 232,184,323,944 ",not specified, ,29.0,,,15.0,,,,,44
" 232,213,102,338 ",not specified, ,,,,22.0,,,,,22
" 232,246,239,917 ",20 - 29 years,Female,50.0,,,8.0,,,,,58
" 232,259,320,604 ",not specified,Female,,67.0,,,,,,,67
" 232,277,247,423 ",40 - 49 years,Female,,76.0,,,,,,,76
" 232,358,611,935 ",not specified,Female,34.0,,,,58.0,,,,92
" 232,375,766,644 ",not specified,Male,,,,,35.0,,,,35
" 232,405,986,647 ",not specified,Female,62.0,,,,,,,,62
" 232,477,301,530 ",20 - 29 years,Female,94.0,,,,,,,,94
" 232,478,983,185 ",40 - 49 years,Female,,,,,,,7.0,,7
" 232,488,483,470 ",not specified,Female,40.0,,,,,,,,40
" 232,496,179,429 ",less than 20 years,Female,,,,,6.0,,,,6
" 232,539,808,269 ",30 - 39 years,Male,30.0,,,,,,,,30
" 232,616,139,189 ",50 - 59 years,Female,48.0,,,51.0,77.0,,,,176
" 232,625,293,551 ",not specified,Female,,,,54.0,,,,,54
" 232,645,804,905 ",50 - 59 years,Female,,,,,94.0,45.0,,,139
" 232,729,597,058 ",30 - 39 years,Female,,,,32.0,39.0,,,,71
" 232,816,447,230 ",not specified,Female,80.0,,8.0,34.0,,,,,122
" 232,834,534,345 ",not specified, ,,,,,,,,31.0,31
" 232,857,443,224 ",not specified,Female,,80.0,,,,,,,80
" 232,918,757,938 ",not specified,Female,34.0,,,,,,,,34
" 232,960,552,369 ",50 - 59 years,Female,76.0,,,11.0,,,,,87
" 233,009,869,769 ",not specified,Male,,,,,,,,52.0,52
" 233,062,507,683 ",not specified,Female,,,13.0,,,,,,13
" 233,068,670,860 ",not specified,Female,,,,,59.0,,,,59
" 233,075,260,728 ",not specified,Female,,,,67.0,,,,,67
" 233,094,869,730 ",30 - 39 years,Female,,,,,76.0,,,,76
" 233,107,659,553 ",20 - 29 years,Female,,96.0,,,,,,,96
" 233,146,516,533 ",not specified,Female,,,,68.0,,,,,68
" 233,234,620,330 ",30 - 39 years,Female,30.0,,,,,,,,30
" 233,239,061,496 ",30 - 39 years,Female,,,,7.0,,,,,7
" 233,251,665,739 ",not specified,Female,13.0,29.0,,,,,,,42
" 233,263,960,652 ",20 - 29 years,Female,,53.0,,,,,,,53
" 233,311,893,826 ",not specified,Male,,,,,80.0,,,,80
" 233,320,735,615 ",not specified,Male,13.0,,,,,,,,13
" 233,390,627,377 ",50 - 59 years,Female,,,27.0,,,,,,27
" 233,551,468,558 ",30 - 39 years,Female,31.0,,,,,,,,31
" 233,564,736,459 ",not specified,Male,33.0,,,,,,,,33
" 233,589,642,157 ",not specified,Male,50.0,,,,,,,,50
" 233,623,860,175 ",not specified,Female,28.0,,,,,,,30.0,58
" 233,628,702,025 ",40 - 49 years,Male,,,,,87.0,,,,87
" 233,659,338,239 ",not specified,Female,,,,,,16.0,,,16
" 233,680,846,193 ",30 - 39 years,Female,,49.0,,,,,,,49
" 233,848,198,630 ",50 - 59 years,Female,,,,,72.0,,,,72
" 233,849,398,902 ",50 - 59 years,Male,,,,39.0,,,,,39
" 233,878,145,618 ",not specified,Male,,,,21.0,,,,,21
" 233,922,833,991 ",not specified,Male,,,,,30.0,,,,30
" 233,933,799,775 ",50 - 59 years,Female,,56.0,,,,,40.0,,96
" 233,944,388,008 ",not specified,Male,,,,77.0,,28.0,,,105
" 234,031,229,172 ",not specified,Female,,,,,56.0,49.0,,,105
" 234,042,838,873 ",not specified, ,,96.0,,,,,,,96
" 234,109,947,883 ",40 - 49 years,Female,51.0,16.0,,24.0,,,,,91
" 234,166,521,592 ",not specified,Female,72.0,,,,,,,,72
" 234,210,325,175 ",not specified, ,65.0,,,,,,,,65
" 234,390,203,961 ",not specified,Male,,,,22.0,,,,,22
" 234,424,426,039 ",20 - 29 years,Male,40.0,,,,,,,,40
" 234,489,865,182 ",not specified,Female,,,,,80.0,,,,80
" 234,574,269,155 ",not specified,Female,36.0,,,,,,,,36
" 234,646,528,177 ",30 - 39 years,Male,,,38.0,,,,,,38
" 234,675,203,788 ",40 - 49 years,Female,,,,,50.0,,,,50
" 234,749,142,454 ",50 - 59 years,Female,,40.0,,,,,,,40
" 234,767,608,938 ",not specified,Male,,,,,63.0,,,,63
" 234,780,085,199 ",not specified,Male,,,,49.0,,,,,49
" 234,786,562,180 ",not specified,Female,,,,,,,22.0,,22
" 234,802,971,691 ",30 - 39 years,Female,,,,,,58.0,,,58
" 234,903,240,434 ",50 - 59 years,Female,,,,,,,,17.0,17
" 234,925,747,425 ",not specified,Male,82.0,,,,,,,,82
" 234,945,299,140 ",not specified,Female,,,,32.0,,,,30.0,62
" 235,030,950,130 ",not specified,Male,,90.0,,,35.0,,,,125
" 235,062,037,851 ",20 - 29 years,Female,,,,,40.0,,,,40
" 235,103,421,874 ",not specified,Female,76.0,,,,,,,,76
" 235,149,536,214 ",not specified,Male,70.0,,,,,,,,70
" 235,303,730,348 ",20 - 29 years,Female,,,,22.0,,,,,22
" 235,322,654,449 ",not specified,Female,52.0,,,,,,,,52
" 235,343,748,217 ",20 - 29 years,Female,57.0,,,,,,,,57
" 235,344,062,873 ",40 - 49 years,Female,39.0,42.0,22.0,32.0,,,,,135
" 235,426,201,836 ",not specified,Female,,,,,,56.0,,,56
" 235,458,612,509 ",not specified,Male,,,,30.0,,,,,30
" 235,483,263,219 ",not specified,Female,,,,32.0,,,,,32
" 235,492,312,764 ",not specified,Female,,,,,,100.0,,,100
" 235,495,592,506 ",not specified,Male,,,,,22.0,,,,22
" 235,509,016,892 ",20 - 29 years,Female,16.0,,,,,,,,16
" 235,540,899,432 ",not specified,Female,26.0,,,,,,,,26
" 235,560,371,936 ",40 - 49 years,Female,52.0,,,,,,,,52
" 235,719,765,610 ",not specified,Female,,,,16.0,,,,20.0,36
" 235,756,487,345 ",not specified,Female,,75.0,,,,,,,75
" 235,886,530,906 ",not specified,Female,,,,,16.0,,,,16
" 235,957,545,345 ",not specified,Female,,,,,35.0,,,32.0,67
